beta,fval,gamma,n,phim,s1,t0,ti,tr
1.35,154.34432855909242,0.2,2701743.0,0.08984285001868636,0.005,23.89938023378679,4.75,2.75
1.35,155.28249140359597,0.2,2701743.0,0.07186573889850632,0.0075,24.885960594840746,4.75,2.75
1.35,158.01749584768103,0.2,2701743.0,0.04609287855311427,0.01,26.84854728057867,4.75,2.75
1.35,136.05092050055816,0.2,2701743.0,0.09372316306501782,0.005,22.720152587312377,4.75,3.0
1.35,136.16909435459155,0.2,2701743.0,0.05901286008634474,0.0075,24.68529339063995,4.75,3.0
1.35,136.3414855623048,0.2,2701743.0,0.04689876872796061,0.01,25.66110085597423,4.75,3.0
1.35,153.61091922094454,0.2,2701743.0,0.08115886689924515,0.005,22.624312815210757,4.75,3.25
1.35,150.89038815449632,0.2,2701743.0,0.05044725077135223,0.0075,24.57594422923307,4.75,3.25
1.35,149.12989389664122,0.2,2701743.0,0.03985911049075192,0.01,25.542355265844126,4.75,3.25
1.35,208.46385960683256,0.2,2701743.0,0.07231503657668092,0.005,22.519890477675204,4.75,3.5
1.35,201.5744567827463,0.2,2701743.0,0.04447122742043432,0.0075,24.45858474343664,4.75,3.5
1.35,196.90432107793825,0.2,2701743.0,0.034975008372644376,0.01,25.415645605869784,4.75,3.5
1.35,192.40234451722532,0.2,2701743.0,0.09759577667825298,0.005,26.20461904328392,5.0,2.5
1.35,195.03827967843418,0.2,2701743.0,0.06441590222953206,0.0075,28.18374350916416,5.0,2.5
1.35,196.84910305005985,0.2,2701743.0,0.052379291284068874,0.01,29.169753996805696,5.0,2.5
1.35,149.00369877184127,0.2,2701743.0,0.09341017257037565,0.005,24.958885988382217,5.0,2.75
1.35,150.5636418462481,0.2,2701743.0,0.06050431180563695,0.0075,26.929024842659523,5.0,2.75
1.35,151.68488689954458,0.2,2701743.0,0.04875313163099449,0.01,27.908687045228092,5.0,2.75
1.35,138.46798754973167,0.2,2701743.0,0.09571550079634653,0.005,23.785412349009338,5.0,3.0
1.35,138.12039573745847,0.2,2701743.0,0.06097771292487042,0.0075,25.75053418192106,5.0,3.0
1.35,137.95630241603328,0.2,2701743.0,0.04874087367629632,0.01,26.726619848355618,5.0,3.0
1.35,162.54970449188968,0.2,2701743.0,0.0819443842459036,0.005,23.687208836022506,5.0,3.25
1.35,159.44528000029848,0.2,2701743.0,0.051541435787746295,0.0075,25.639044947560983,5.0,3.25
1.35,157.40839473666065,0.2,2701743.0,0.04095950500228414,0.01,26.605677440674924,5.0,3.25
1.35,222.2853947113497,0.2,2701743.0,0.07225395362422336,0.005,23.575999079540164,5.0,3.5
1.35,215.21073775482532,0.2,2701743.0,0.04496454988338275,0.0075,25.514817917652664,5.0,3.5
1.35,210.416132318162,0.2,2701743.0,0.035567781621138356,0.01,26.472233895979045,5.0,3.5
1.35,183.36578452241469,0.2,2701743.0,0.1027839058647904,0.005,27.21757439677082,5.25,2.5
1.35,185.46766103400364,0.2,2701743.0,0.06856584342815311,0.0075,29.19703791555553,5.25,2.5
1.35,186.9032931242356,0.2,2701743.0,0.05604734006375086,0.01,30.18330629417266,5.25,2.5
1.35,146.71598919806905,0.2,2701743.0,0.09672172387634094,0.005,26.025862511754205,5.25,2.75
1.35,147.81558762140568,0.2,2701743.0,0.06333623312257763,0.0075,27.98649561814814,5.25,2.75
1.35,148.59805755657075,0.2,2701743.0,0.051308141299077355,0.01,28.966436465819985,5.25,2.75
1.35,143.22725810160273,0.2,2701743.0,0.09744609894264547,0.005,24.848273772036105,5.25,3.0
1.35,142.50325856773833,0.2,2701743.0,0.06277245550653895,0.0075,26.81349555368807,5.25,3.0
1.35,142.0710947150076,0.2,2701743.0,0.05045010809960969,0.01,27.789647443330573,5.25,3.0
1.35,173.08939072196446,0.2,2701743.0,0.08253254452022109,0.005,24.747712169117058,5.25,3.25
1.35,169.69106615275032,0.2,2701743.0,0.05249457712283695,0.0075,26.69960234366858,5.25,3.25
1.35,167.44731887816462,0.2,2701743.0,0.04194600143307736,0.01,27.666593912022034,5.25,3.25
1.35,236.9546629293956,0.2,2701743.0,0.07205670757596751,0.005,24.62951046347526,5.25,3.5
1.35,229.7663849994246,0.2,2701743.0,0.04534800191887134,0.0075,26.568479613801514,5.25,3.5
1.35,224.90290864023112,0.2,2701743.0,0.0360680201729313,0.01,27.52624449632106,5.25,3.5
1.35,177.76175322589256,0.2,2701743.0,0.10775604025666555,0.005,28.228363128695058,5.5,2.5
1.35,179.41744172207908,0.2,2701743.0,0.07260970346192691,0.0075,30.208141814611405,5.5,2.5
1.35,180.5425361596342,0.2,2701743.0,0.059648954736218965,0.01,31.1947602985475,5.5,2.5
1.35,147.3011781179068,0.2,2701743.0,0.09979825979609167,0.005,27.046689935525944,5.5,2.75
1.35,147.95636376687028,0.2,2701743.0,0.06602477001989351,0.0075,29.021221632508507,5.5,2.75
1.35,148.4412659947407,0.2,2701743.0,0.0537574730932607,0.01,30.004136975247736,5.5,2.75
1.35,150.04725428147012,0.2,2701743.0,0.09893887409678748,0.005,25.908408684179008,5.5,3.0
1.35,149.02061159425315,0.2,2701743.0,0.06440618056306938,0.0075,27.87366398183591,5.5,3.0
1.35,147.64442559518213,0.2,2701743.0,0.04207973900733261,0.01,29.82123799000897,5.5,3.0
1.35,184.98708325330506,0.2,2701743.0,0.08294645427610033,0.005,25.805423939139242,5.5,3.25
1.35,181.36785348305824,0.2,2701743.0,0.053318319570419145,0.0075,27.757442711063142,5.5,3.25
1.35,178.97273726479338,0.2,2701743.0,0.04282563674297536,0.01,28.724814164342444,5.5,3.25
1.35,252.29870431066482,0.2,2701743.0,0.07174438809524145,0.005,25.68027182225103,5.5,3.5
1.35,245.05336262157095,0.2,2701743.0,0.04563458780208102,0.0075,27.6192549551332,5.5,3.5
1.35,240.1639608023979,0.2,2701743.0,0.036484799068076376,0.01,28.577390535500612,5.5,3.5
1.35,140.73419770855386,0.25,2701743.0,0.08787197182420393,0.005,24.345831603739178,4.5,2.5
1.35,140.09392209336886,0.25,2701743.0,0.05683528021035063,0.0075,26.307447158774224,4.5,2.5
1.35,139.77021172643322,0.25,2701743.0,0.04578207119814402,0.01,27.281499797419983,4.5,2.5
1.35,186.12000642049534,0.25,2701743.0,0.08128090517779453,0.005,23.523079968274857,4.5,2.75
1.35,181.21366947194437,0.25,2701743.0,0.05165765533337496,0.0075,25.46949499122796,4.5,2.75
1.35,177.98252391348015,0.25,2701743.0,0.04127496743526266,0.01,26.432812144521897,4.5,2.75
1.35,290.69137766274207,0.25,2701743.0,0.06252797916736613,0.005,23.723315272798068,4.5,3.0
1.35,278.5239084337697,0.25,2701743.0,0.039285147702271685,0.0075,25.640045735979616,4.5,3.0
1.35,270.3033101227946,0.25,2701743.0,0.031250353033136655,0.01,26.58268725723714,4.5,3.0
1.35,449.2064265603238,0.25,2701743.0,0.04929058454192509,0.005,23.900110206572514,4.5,3.25
1.35,427.69073678447,0.25,2701743.0,0.030727905296105085,0.0075,25.783788577233906,4.5,3.25
1.35,412.89646580943554,0.25,2701743.0,0.024388832201678125,0.01,26.703315418453485,4.5,3.25
1.35,644.9699682861003,0.25,2701743.0,0.039638359377898405,0.005,24.00001733899157,4.5,3.5
1.35,614.0512969452292,0.25,2701743.0,0.02455411317294394,0.0075,25.951313370822376,4.5,3.5
1.35,592.5528207904683,0.25,2701743.0,0.019476140592332727,0.01,26.846466491876114,4.5,3.5
1.35,147.64405168643256,0.25,2701743.0,0.09249963504620132,0.005,25.38687532850151,4.75,2.5
1.35,146.5082256057284,0.25,2701743.0,0.06053412994990849,0.0075,27.34988041996173,4.75,2.5
1.35,145.09048912445797,0.25,2701743.0,0.03977886335219174,0.01,29.294490987597968,4.75,2.5
1.35,198.51206076400427,0.25,2701743.0,0.0673743081435917,0.005,25.549559755688115,4.75,2.75
1.35,195.74783275444776,0.25,2701743.0,0.054062318286974324,0.0075,26.521028506676437,4.75,2.75
1.35,188.44465908274364,0.25,2701743.0,0.03497380939756217,0.01,28.44238709946093,4.75,2.75
1.35,309.63643811656414,0.25,2701743.0,0.06400845127396641,0.005,24.774201380878694,4.75,3.0
1.35,297.93008282168825,0.25,2701743.0,0.04068525114940867,0.0075,26.693867822922563,4.75,3.0
1.35,290.03333339019184,0.25,2701743.0,0.03254328271233026,0.01,27.638865833766502,4.75,3.0
1.35,468.0251287661199,0.25,2701743.0,0.05004378827255315,0.005,24.946460436900665,4.75,3.25
1.35,447.78546761057504,0.25,2701743.0,0.03155164860887874,0.0075,26.834305633545775,4.75,3.25
1.35,433.9224540313136,0.25,2701743.0,0.025173919368957142,0.01,27.75714651273966,4.75,3.25
1.35,659.8859593234664,0.25,2701743.0,0.040010598280336374,0.005,25.000011505841375,4.75,3.5
1.35,630.8885547506721,0.25,2701743.0,0.025052276094465815,0.0075,26.990050191572784,4.75,3.5
1.35,610.8995609571854,0.25,2701743.0,0.019968732100401013,0.01,27.889616494236606,4.75,3.5
1.35,156.4364319888447,0.25,2701743.0,0.07880545848380502,0.005,27.408281016118146,5.0,2.5
1.35,154.69585866002578,0.25,2701743.0,0.05223425791000203,0.0075,29.36465656343411,5.0,2.5
1.35,153.63216730295315,0.25,2701743.0,0.04259371770383777,0.01,30.33557660690721,5.0,2.5
1.35,214.4952267826616,0.25,2701743.0,0.0698263972792382,0.005,26.595848556878522,5.0,2.75
1.35,208.3517069047583,0.25,2701743.0,0.04552164106418842,0.0075,28.53422187296521,5.0,2.75
1.35,204.33286584491285,0.25,2701743.0,0.03683932616920088,0.01,29.49276944437867,5.0,2.75
1.35,328.8514781555955,0.25,2701743.0,0.06533903639288302,0.005,25.820400592505646,5.0,3.0
1.35,317.62903246675626,0.25,2701743.0,0.04199092635086947,0.0075,27.74274236896278,5.0,3.0
1.35,310.07841318921635,0.25,2701743.0,0.03376367982467757,0.01,28.68991494269529,5.0,3.0
1.35,486.46953897930916,0.25,2701743.0,0.05069435281158413,0.005,25.987246260957814,5.0,3.25
1.35,467.4107790142238,0.25,2701743.0,0.03230650796063626,0.0075,27.879049983808713,5.0,3.25
1.35,454.41245472140696,0.25,2701743.0,0.025904968170355383,0.01,28.804985804816816,5.0,3.25
1.35,674.2747852204075,0.25,2701743.0,0.04031536635894112,0.005,26.000019616088487,5.0,3.5
1.35,647.0036400917709,0.25,2701743.0,0.025507543725483698,0.0075,27.999978121308736,5.0,3.5
1.35,628.3620202790839,0.25,2701743.0,0.020421047254101425,0.01,28.926113916488053,5.0,3.5
1.35,167.98304578015507,0.25,2701743.0,0.0826586845417022,0.005,28.44214739332539,5.25,2.5
1.35,165.92900583794247,0.25,2701743.0,0.055354953743266544,0.0075,30.400233424344016,5.25,2.5
1.35,164.64116980176655,0.25,2701743.0,0.04536491422505024,0.01,31.372369126596332,5.25,2.5
1.35,231.57199557791822,0.25,2701743.0,0.07212098028046939,0.005,27.637692025633978,5.25,2.75
1.35,225.47033665117854,0.25,2701743.0,0.04750700351739162,0.0075,29.578282342950573,5.25,2.75
1.35,221.4741724717287,0.25,2701743.0,0.038638370703930655,0.01,30.538445356148948,5.25,2.75
1.35,348.210947104097,0.25,2701743.0,0.06653340838289336,0.005,26.86152936188383,5.25,3.0
1.35,337.47877288019686,0.25,2701743.0,0.04320651681491914,0.0075,28.78646640561304,5.25,3.0
1.35,330.2817529009876,0.25,2701743.0,0.0349148469557993,0.01,29.735609854563492,5.25,3.0
1.35,504.5375261704224,0.25,2701743.0,0.05126831226897536,0.005,26.99999523598995,5.25,3.25
1.35,486.56267810861954,0.25,2701743.0,0.03299727590338883,0.0075,28.917808638949815,5.25,3.25
1.35,474.3638710011832,0.25,2701743.0,0.0265850360337705,0.01,29.846747110032855,5.25,3.25
1.35,688.1690451277557,0.25,2701743.0,0.04055197339223487,0.005,26.999999007825323,5.25,3.5
1.35,662.4740173089248,0.25,2701743.0,0.025912538312277706,0.0075,28.99994705214589,5.25,3.5
1.35,645.0281282927518,0.25,2701743.0,0.020835622965680263,0.01,29.95610578129756,5.25,3.5
1.35,181.4021057754803,0.25,2701743.0,0.08635628923812445,0.005,29.471872739817663,5.5,2.5
1.35,179.1391768330913,0.25,2701743.0,0.05839830362084639,0.0075,31.43140876062163,5.5,2.5
1.35,177.7040312262888,0.25,2701743.0,0.048086874386563144,0.01,32.4047693798353,5.5,2.5
1.35,249.50585826049812,0.25,2701743.0,0.07426513822872766,0.005,28.674803765717193,5.5,2.75
1.35,243.50865219050414,0.25,2701743.0,0.04940338680605791,0.0075,30.61748724463069,5.5,2.75
1.35,239.5832489361117,0.25,2701743.0,0.0403717436482692,0.01,31.579413189443166,5.5,2.75
1.35,367.6144769155132,0.25,2701743.0,0.06760251835202319,0.005,27.897502674310402,5.5,3.0
1.35,357.36799268648775,0.25,2701743.0,0.04433792643804996,0.0075,29.82488508904973,5.5,3.0
1.35,342.2506501467039,0.25,2701743.0,0.029292941069836907,0.01,31.716566641948656,5.5,3.0
1.35,522.2406168013728,0.25,2701743.0,0.051751644427988734,0.005,28.00000325305917,5.5,3.25
1.35,505.24396973627023,0.25,2701743.0,0.033628324297699075,0.0075,29.950822230269736,5.5,3.25
1.35,493.78266581147943,0.25,2701743.0,0.027217143834982874,0.01,30.882430489345538,5.5,3.25
1.35,701.6006449707248,0.25,2701743.0,0.04073386447519382,0.005,28.00000672475436,5.5,3.5
1.35,677.3484920678195,0.25,2701743.0,0.026279638347727015,0.0075,29.999967041831177,5.5,3.5
1.35,660.9746073385645,0.25,2701743.0,0.021214691133307515,0.01,30.97987403807374,5.5,3.5
1.35,319.93643814763925,0.3,2701743.0,0.0614308218640278,0.005,26.196856979986464,4.5,2.5
1.35,307.324633342949,0.3,2701743.0,0.04010486757200665,0.0075,28.11934008671631,4.5,2.5
1.35,298.993724874257,0.3,2701743.0,0.032507422996374116,0.01,29.067278475446326,4.5,2.5
1.35,529.5488496342305,0.3,2701743.0,0.05019117968485094,0.005,25.750206452691195,4.5,2.75
1.35,507.7478334426443,0.3,2701743.0,0.03234637753585265,0.0075,27.63851431564399,4.5,2.75
1.35,492.98486277337116,0.3,2701743.0,0.026089937265328673,0.01,28.56262779905608,4.5,2.75
1.35,778.6269916554172,0.3,2701743.0,0.03405383287969046,0.005,26.00747853190027,4.5,3.0
1.35,742.6653975498407,0.3,2701743.0,0.021835967813939795,0.0075,27.9999771644231,4.5,3.0
1.35,718.3010315324839,0.3,2701743.0,0.0176036764704788,0.01,28.99999115406758,4.5,3.0
1.35,1038.7622297667574,0.3,2701743.0,0.023669103010546123,0.005,26.43682112302419,4.5,3.25
1.35,990.1123946444719,0.3,2701743.0,0.015219948240571355,0.0075,28.255902076386885,4.5,3.25
1.35,956.2792449556852,0.3,2701743.0,0.01233791977691882,0.01,29.12979838891416,4.5,3.25
1.35,1280.311793948492,0.3,2701743.0,0.016900166314619568,0.005,26.99998736574703,4.5,3.5
1.35,1222.8749614932353,0.3,2701743.0,0.010892510476543354,0.0075,28.86606498756605,4.5,3.5
1.35,1182.559786745407,0.3,2701743.0,0.00888186484947871,0.01,29.692354268292597,4.5,3.5
1.35,342.4666184634402,0.3,2701743.0,0.06465562543568841,0.005,27.21319841105061,4.75,2.5
1.35,330.71029702134126,0.3,2701743.0,0.04266419815132348,0.0075,29.14079404329059,4.75,2.5
1.35,313.66924242213946,0.3,2701743.0,0.0283802762013092,0.01,31.033787939100137,4.75,2.5
1.35,541.1642605905889,0.3,2701743.0,0.04203931994007773,0.005,27.722978077450477,4.75,2.75
1.35,530.2101755831394,0.3,2701743.0,0.03396556212594348,0.0075,28.665447692475873,4.75,2.75
1.35,500.528304568655,0.3,2701743.0,0.022384151064148726,0.01,30.509076785290997,4.75,2.75
1.35,792.6537046813501,0.3,2701743.0,0.035253627080580816,0.005,27.00002366195329,4.75,3.0
1.35,760.0154235695493,0.3,2701743.0,0.02281372991717762,0.0075,28.999997328204685,4.75,3.0
1.35,737.9825548919863,0.3,2701743.0,0.018470386823855614,0.01,29.999994352426178,4.75,3.0
1.35,1044.3540950548104,0.3,2701743.0,0.024460868324928046,0.005,27.410505296663505,4.75,3.25
1.35,1000.0307343837594,0.3,2701743.0,0.015857866620579343,0.0075,29.241889697310356,4.75,3.25
1.35,969.385700303395,0.3,2701743.0,0.012893619492941889,0.01,30.12512049510247,4.75,3.25
1.35,1278.1731827221327,0.3,2701743.0,0.01744618487750727,0.005,27.99998684546032,4.75,3.5
1.35,1225.4513287919988,0.3,2701743.0,0.011337637761624282,0.0075,29.821293779638395,4.75,3.5
1.35,1188.6558538738243,0.3,2701743.0,0.009264474831899763,0.01,30.661550079649786,4.75,3.5
1.35,360.0843707050738,0.3,2701743.0,0.05530133396594045,0.005,29.1931377865606,5.0,2.5
1.35,346.9042777510918,0.3,2701743.0,0.036985822770062765,0.0075,31.110855990281124,5.0,2.5
1.35,338.292410014245,0.3,2701743.0,0.03033886495391818,0.01,32.056492780252455,5.0,2.5
1.35,561.7552576472085,0.3,2701743.0,0.04378004745998822,0.005,28.738411731267675,5.0,2.75
1.35,539.5791192853565,0.3,2701743.0,0.028932298815137356,0.0075,30.618736208249928,5.0,2.75
1.35,524.7957221885284,0.3,2701743.0,0.02362693454560598,0.01,31.538908955167805,5.0,2.75
1.35,805.9195553096503,0.3,2701743.0,0.036389532820796586,0.005,28.000003999057256,5.0,3.0
1.35,776.1965827809881,0.3,2701743.0,0.02376432298168247,0.0075,29.999985637278733,5.0,3.0
1.35,756.2131907602245,0.3,2701743.0,0.01931769278076287,0.01,30.999971646946626,5.0,3.0
1.35,1049.5239108785104,0.3,2701743.0,0.02521345231877302,0.005,28.378470288400237,5.0,3.25
1.35,1008.958926036186,0.3,2701743.0,0.016477242386374838,0.0075,30.220994653217147,5.0,3.25
1.35,981.0754357348268,0.3,2701743.0,0.013438363194641447,0.01,31.112428420531,5.0,3.25
1.35,1276.031004365758,0.3,2701743.0,0.017967397320268717,0.005,28.978386229624363,5.0,3.5
1.35,1227.3941490324519,0.3,2701743.0,0.011768980008477599,0.0075,30.770378976885986,5.0,3.5
1.35,1193.6581935005859,0.3,2701743.0,0.009639069922057205,0.01,31.622921305433515,5.0,3.5
1.35,382.89917211534475,0.3,2701743.0,0.058059641355019634,0.005,30.19961834321152,5.25,2.5
1.35,370.6945810434888,0.3,2701743.0,0.039194961574770995,0.0075,32.12274181696383,5.25,2.5
1.35,362.731400803643,0.3,2701743.0,0.03229136560850197,0.01,33.072199962596,5.25,2.5
1.35,581.6076503106414,0.3,2701743.0,0.04546083046388491,0.005,29.74651379116883,5.25,2.75
1.35,561.3646003375453,0.3,2701743.0,0.03031377141222081,0.0075,31.634476636768852,5.25,2.75
1.35,547.9176493805974,0.3,2701743.0,0.024855000280884696,0.01,32.56016532328047,5.25,2.75
1.35,818.5203632306126,0.3,2701743.0,0.03746897073434602,0.005,29.000007052896976,5.25,3.0
1.35,791.3642288929227,0.3,2701743.0,0.024686138877749435,0.0075,30.999987888315708,5.25,3.0
1.35,773.1861531540223,0.3,2701743.0,0.020143365038925012,0.01,31.99998754180728,5.25,3.0
1.35,1054.3491226253293,0.3,2701743.0,0.02592784410155296,0.005,29.341323293141862,5.25,3.25
1.35,1017.0685408869522,0.3,2701743.0,0.017077717252777243,0.0075,31.193808700938373,5.25,3.25
1.35,991.5901257992235,0.3,2701743.0,0.013971470008014741,0.01,32.09267081381794,5.25,3.25
1.35,1273.904416916937,0.3,2701743.0,0.018474740551764172,0.005,29.908068174810417,5.25,3.5
1.35,1228.846314365082,0.3,2701743.0,0.01218605496988549,0.0075,31.713998248670773,5.25,3.5
1.35,1197.7854525841585,0.3,2701743.0,0.010005010677259545,0.01,32.57736282183005,5.25,3.5
1.35,405.4929334927063,0.3,2701743.0,0.06075168306317681,0.005,31.200277326590573,5.5,2.5
1.35,394.20408168701204,0.3,2701743.0,0.04138066470118571,0.0075,33.12821818983551,5.5,2.5
1.35,386.85552632786744,0.3,2701743.0,0.03423497449514988,0.01,34.08105153009042,5.5,2.5
1.35,600.7650738155551,0.3,2701743.0,0.047082776504186186,0.005,30.747651989494486,5.5,2.75
1.35,582.240650601678,0.3,2701743.0,0.03166728419118445,0.0075,32.642733060803685,5.5,2.75
1.35,569.9832015193379,0.3,2701743.0,0.02606651402368117,0.01,33.5732573933928,5.5,2.75
1.35,830.5371933346632,0.3,2701743.0,0.038492258000598634,0.005,30.000012270681484,5.5,3.0
1.35,805.6504676957671,0.3,2701743.0,0.025582786346379616,0.0075,32.00004275877636,5.5,3.0
1.35,769.094046301637,0.3,2701743.0,0.017225946596467236,0.01,33.99996314456802,5.5,3.0
1.35,1058.891211431611,0.3,2701743.0,0.026605563776203274,0.005,30.299585073938342,5.5,3.25
1.35,1024.4969716297571,0.3,2701743.0,0.017658903865778543,0.0075,32.16090820455888,5.5,3.25
1.35,1001.1241766225315,0.3,2701743.0,0.014491882675226712,0.01,33.06642499187977,5.5,3.25
1.35,1271.8174525360046,0.3,2701743.0,0.01895354902944108,0.005,30.834674972048145,5.5,3.5
1.35,1229.9198147707757,0.3,2701743.0,0.012588427007816403,0.0075,32.65301516389775,5.5,3.5
1.35,1201.2108678580114,0.3,2701743.0,0.010361471703376953,0.01,33.526071651374366,5.5,3.5
1.4,683.785017812268,0.1,2701743.0,0.11720707698453753,0.005,20.74343304578767,4.5,2.5
1.4,685.2665923721526,0.1,2701743.0,0.07423913158873147,0.0075,22.73793894142601,4.5,2.5
1.4,686.2985600314277,0.1,2701743.0,0.059119350326257245,0.01,23.734157127727244,4.5,2.5
1.4,623.0821104511139,0.1,2701743.0,0.1281708354932791,0.005,19.42551652582999,4.5,2.75
1.4,624.9212312046802,0.1,2701743.0,0.07952186516493691,0.0075,21.419810000085235,4.5,2.75
1.4,626.2219962069607,0.1,2701743.0,0.06267314401281357,0.01,22.415724916686457,4.5,2.75
1.4,563.1767828182886,0.1,2701743.0,0.1186263470575479,0.005,18.676546355868542,4.5,3.0
1.4,565.4356526379552,0.1,2701743.0,0.07231863995333085,0.0075,20.669590176789264,4.5,3.0
1.4,567.0529637869433,0.1,2701743.0,0.05650473075879111,0.01,21.664636596300053,4.5,3.0
1.4,502.7479539171701,0.1,2701743.0,0.1156427871230492,0.005,18.237576456900904,4.5,3.25
1.4,505.56833119931235,0.1,2701743.0,0.06940620622291636,0.0075,20.229907855132303,4.5,3.25
1.4,507.61111797821195,0.1,2701743.0,0.05381195703240878,0.01,21.224345036969865,4.5,3.25
1.4,440.6383992272931,0.1,2701743.0,0.11781939295001097,0.005,17.48293248381274,4.5,3.5
1.4,443.6182229296922,0.1,2701743.0,0.06974203575501761,0.0075,19.474041651182684,4.5,3.5
1.4,445.7994888294198,0.1,2701743.0,0.05370316093065378,0.01,20.46762661419845,4.5,3.5
1.4,642.2858806877318,0.1,2701743.0,0.12445624407184888,0.005,21.753375670827452,4.75,2.5
1.4,643.6616566863954,0.1,2701743.0,0.07982224364369071,0.0075,23.74779719416074,4.75,2.5
1.4,644.6119077517176,0.1,2701743.0,0.06395930071942382,0.01,24.743970142297528,4.75,2.5
1.4,582.7665163184358,0.1,2701743.0,0.13358078583188773,0.005,20.430667815451166,4.75,2.75
1.4,584.4828035313774,0.1,2701743.0,0.08394407084861928,0.0075,22.42484421995387,4.75,2.75
1.4,585.6861307857705,0.1,2701743.0,0.0665812044666244,0.01,23.42072316062923,4.75,2.75
1.4,524.7577397395476,0.1,2701743.0,0.12208695111914043,0.005,19.70232181220771,4.75,3.0
1.4,526.8714897707564,0.1,2701743.0,0.07540207972154153,0.0075,21.695121901307626,4.75,3.0
1.4,528.3716098101652,0.1,2701743.0,0.059296182742010595,0.01,22.690020852702595,4.75,3.0
1.4,466.18835836991803,0.1,2701743.0,0.11755803019257305,0.005,19.25790701521785,4.75,3.25
1.4,468.8302174367443,0.1,2701743.0,0.0714925532987587,0.0075,21.24991292621663,4.75,3.25
1.4,470.7267131440284,0.1,2701743.0,0.05579343213037183,0.01,22.24415722547761,4.75,3.25
1.4,407.3560616273113,0.1,2701743.0,0.1182702463223937,0.005,18.521761076084516,4.75,3.5
1.4,410.15308177514856,0.1,2701743.0,0.0709485080177523,0.0075,20.512423719862845,4.75,3.5
1.4,412.18223095140917,0.1,2701743.0,0.05499568256000534,0.01,21.505636152926346,4.75,3.5
1.4,603.6688620654957,0.1,2701743.0,0.1314635074245447,0.005,22.761748976161847,5.0,2.5
1.4,604.9507032805369,0.1,2701743.0,0.0853144003941324,0.0075,24.756120903253194,5.0,2.5
1.4,605.8290385683572,0.1,2701743.0,0.06876086855191194,0.01,25.752343572393364,5.0,2.5
1.4,545.2982166832976,0.1,2701743.0,0.13861932328370685,0.005,21.43502636021954,5.0,2.75
1.4,546.9027046095023,0.1,2701743.0,0.0881677339047755,0.0075,23.42904126889954,5.0,2.75
1.4,549.412611652525,0.1,2701743.0,0.05615833956398669,0.01,25.419651984409946,5.0,2.75
1.4,489.101481926241,0.1,2701743.0,0.1251787954510223,0.005,20.72783744448037,5.0,3.0
1.4,491.08181411621274,0.1,2701743.0,0.07826448137110117,0.0075,22.720458129562978,5.0,3.0
1.4,492.47557812702627,0.1,2701743.0,0.061923207103058306,0.01,23.71526197400496,5.0,3.0
1.4,432.47923309763945,0.1,2701743.0,0.11911326064593944,0.005,20.27838404693609,5.0,3.25
1.4,434.9538852392781,0.1,2701743.0,0.07334547888335943,0.0075,22.26998317538626,5.0,3.25
1.4,436.7154471452012,0.1,2701743.0,0.05759412144094345,0.01,23.263972785221995,5.0,3.25
1.4,376.8389209580201,0.1,2701743.0,0.11839813077476039,0.005,19.561078194149722,5.0,3.5
1.4,379.46275772179257,0.1,2701743.0,0.07192508997842256,0.0075,21.551235460120914,5.0,3.5
1.4,381.35021932789965,0.1,2701743.0,0.056103904446123294,0.01,22.54412274465409,5.0,3.5
1.4,567.9322179085972,0.1,2701743.0,0.138210193837577,0.005,23.76855300725395,5.25,2.5
1.4,569.1299674229073,0.1,2701743.0,0.09069260714060282,0.0075,25.762809055109948,5.25,2.5
1.4,570.946983426332,0.1,2701743.0,0.05958878811443107,0.01,27.7541066180672,5.25,2.5
1.4,511.33758340932195,0.1,2701743.0,0.11491157858014445,0.005,23.435694718973743,5.25,2.75
1.4,512.1705406178849,0.1,2701743.0,0.09217827169445117,0.0075,24.432277372400005,5.25,2.75
1.4,514.4950137988614,0.1,2701743.0,0.05938001370305797,0.01,26.422733644444605,5.25,2.75
1.4,456.19740512514363,0.1,2701743.0,0.12791630566512247,0.005,21.75308846556937,5.25,3.0
1.4,458.0543981792264,0.1,2701743.0,0.08090739146404799,0.0075,23.745374316296154,5.25,3.0
1.4,459.3510760266857,0.1,2701743.0,0.06438367721783089,0.01,24.740060566378844,5.25,3.0
1.4,401.5868883548926,0.1,2701743.0,0.12033826397083036,0.005,21.298782784371976,5.25,3.25
1.4,403.90421920759724,0.1,2701743.0,0.07497547675207172,0.0075,23.290011368895023,5.25,3.25
1.4,405.5407000979062,0.1,2701743.0,0.05921936269903631,0.01,24.283792058266982,5.25,3.25
1.4,349.03950112258656,0.1,2701743.0,0.11824258328818149,0.005,20.60073488138434,5.25,3.5
1.4,351.49874369097887,0.1,2701743.0,0.07268979793164398,0.0075,22.59031147680465,5.25,3.5
1.4,353.25371594553906,0.1,2701743.0,0.057036752493046544,0.01,23.582967536906075,5.25,3.5
1.4,535.0564893342809,0.1,2701743.0,0.14467224571839926,0.005,24.773558786654668,5.5,2.5
1.4,536.1783809835432,0.1,2701743.0,0.09593819566312078,0.0075,26.767765520610304,5.5,2.5
1.4,537.8635870170958,0.1,2701743.0,0.06369370598438412,0.01,28.759017943766654,5.5,2.5
1.4,479.4811035907302,0.1,2701743.0,0.1189997195677487,0.005,24.437988591642455,5.5,2.75
1.4,480.2598783101113,0.1,2701743.0,0.09597405645914914,0.0075,25.434409583621687,5.5,2.75
